location,total_sqft,bath,balcony,price,bhk,per_squre_price
Electronic City,1644.0,3.0,2.0,92.59,3,5631.995133819952
Pattanagere,750.0,4.0,1.0,95.0,4,12666.666666666666
NRI Layout,800.0,5.0,1.0,95.5,4,11937.5
Thigalarapalya,2072.0,4.0,2.0,160.0,3,7722.007722007722
Ramagondanahalli,1215.0,2.0,1.0,51.26,2,4218.930041152264
Subramanya Nagar,840.0,1.0,1.0,150.0,1,17857.14285714286
Prasanti Nagar,1200.0,4.0,1.0,190.0,4,15833.333333333334
Electronics City Phase 1,1330.0,2.0,2.0,44.0,3,3308.270676691729
Devanahalli,1010.0,2.0,1.0,58.0,2,5742.574257425743
TC Palaya,4800.0,3.0,3.0,302.0,4,6291.666666666667
Sarjapur  Road,475.0,1.0,1.0,26.0,1,5473.684210526316
Mahadevpura,1475.0,2.0,2.0,55.0,2,3728.813559322034
Horamavu Banaswadi,675.0,4.0,2.0,68.0,4,10074.074074074077
Richards Town,1100.0,2.0,1.0,90.0,2,8181.818181818182
Thanisandra,1185.5,2.0,0.0,58.68,2,4949.810206663855
4th Block Koramangala,2400.0,5.0,3.0,180.0,4,7500.0
Yelahanka New Town,350.0,1.0,1.0,13.5,1,3857.142857142857
Jigani,914.0,2.0,2.0,47.0,2,5142.231947483589
KR Puram,950.0,2.0,1.0,40.0,2,4210.526315789473
Gunjur Palya,1033.0,2.0,2.0,32.0,3,3097.773475314618
Electronic City,1128.0,2.0,1.0,65.4,2,5797.8723404255325
Hebbal,4450.0,6.0,0.0,449.0,4,10089.88764044944
Chandapura,1225.0,3.0,1.0,33.08,3,2700.408163265306
Bisuvanahalli,1075.0,2.0,1.0,37.0,3,3441.860465116279
Sarjapur,2690.0,3.0,2.0,295.0,3,10966.542750929368
Bommanahalli,1110.0,2.0,2.0,33.0,2,2972.972972972973
Anandapura,1151.0,2.0,1.0,43.1,2,3744.569939183319
BTM Layout,1540.0,2.0,2.0,78.0,3,5064.935064935065
Begur Road,1170.0,2.0,2.0,46.0,2,3931.623931623932
Koramangala,1253.0,2.0,1.0,102.0,2,8140.462889066241
Richards Town,1800.0,3.0,0.0,230.0,3,12777.777777777776
Banashankari,1000.0,2.0,1.0,50.0,2,5000.0
Maithri Layout,1567.0,2.0,3.0,62.0,3,3956.604977664327
HSR Layout,1372.0,2.0,1.0,68.0,2,4956.268221574344
Whitefield,1985.0,3.0,2.0,75.0,3,3778.337531486146
Subramanyanagar,1320.0,6.0,2.0,200.0,8,15151.515151515152
Sultan Palaya,890.0,5.0,2.0,160.0,6,17977.52808988764
Akshaya Nagar,1600.0,2.0,2.0,65.0,3,4062.5
Bellandur,1260.0,2.0,2.0,83.5,2,6626.984126984127
Sahakara Nagar,1200.0,3.0,3.0,200.0,3,16666.666666666668
Banashankari,1260.0,2.0,3.0,75.0,2,5952.380952380952
Kaggadasapura,1215.0,2.0,3.0,43.0,2,3539.0946502057614
5th Phase JP Nagar,1485.0,2.0,1.0,66.0,3,4444.444444444444
9th Phase JP Nagar,600.0,3.0,2.0,85.0,3,14166.666666666666
Hennur Gardens,1945.0,3.0,2.0,135.0,3,6940.874035989717
Electronic City,1128.0,2.0,1.0,65.7,2,5824.468085106383
Raja Rajeshwari Nagar,1140.0,2.0,1.0,49.39,2,4332.456140350877
Bellari Road,1050.0,2.0,1.0,43.5,2,4142.857142857143
Bannerghatta Road,1486.0,3.0,1.0,83.22,3,5600.269179004038
Uttarahalli,1040.0,2.0,2.0,36.4,2,3500.0
Whitefield,1270.0,2.0,1.0,105.0,2,8267.71653543307
Raja Rajeshwari Nagar,1141.0,2.0,2.0,38.55,2,3378.615249780893
Amruthnagar,1365.0,3.0,2.0,60.0,2,4395.604395604396
Sarjapur  Road,1200.0,3.0,2.0,70.0,3,5833.333333333333
Talaghattapura,1100.0,2.0,0.0,50.0,2,4545.454545454545
Bisuvanahalli,945.0,2.0,1.0,33.0,2,3492.063492063492
Kambipura,1082.0,2.0,1.0,45.5,3,4205.175600739372
Murugeshpalya,3100.0,4.0,2.0,310.0,4,10000.0
Panathur,1210.0,2.0,1.0,77.0,2,6363.636363636364
Nagavara,2400.0,3.0,2.0,252.0,3,10500.0
Kambipura,1082.0,2.0,1.0,57.5,3,5314.232902033272
kanakapura main road,1041.0,2.0,1.0,36.44,2,3500.480307396734
Begur Road,2400.0,4.0,2.0,152.0,4,6333.333333333333
Hormavu,1617.5,3.0,0.0,73.595,3,4549.922720247295
Kothanur,1200.0,2.0,1.0,51.0,2,4250.0
Yelahanka New Town,1700.0,3.0,2.0,90.0,3,5294.117647058823
Raja Rajeshwari Nagar,1550.0,3.0,3.0,52.45,3,3383.870967741936
Hennur,1100.0,2.0,1.0,60.0,2,5454.545454545455
Rachenahalli,1756.0,3.0,2.0,110.0,3,6264.236902050114
Singasandra,1306.0,2.0,2.0,58.0,3,4441.04134762634
Kadubeesanahalli,1532.0,3.0,1.0,115.0,3,7506.527415143603
Subramanyapura,950.0,2.0,1.0,55.0,2,5789.473684210527
Sultan Palaya,1070.0,2.0,2.0,49.0,2,4579.439252336449
CV Raman Nagar,1020.0,2.0,1.0,55.0,2,5392.156862745098
Hosa Road,,3.0,1.0,109.0,3,
Old Madras Road,1350.0,3.0,2.0,47.25,3,3500.0
Byappanahalli,2900.0,5.0,2.0,90.0,5,3103.448275862069
Chikkalasandra,1290.0,2.0,2.0,72.0,2,5581.395348837209
Ashwini layout,834.0,1.0,1.0,60.0,1,7194.244604316546
Wilson Garden,735.0,1.0,1.0,75.0,1,10204.081632653062
Pragathi Nagar,1350.0,2.0,2.0,41.0,2,3037.037037037037
Varthur,1385.0,2.0,3.0,80.0,2,5776.173285198556
Ramamurthy Nagar,1101.0,2.0,1.0,50.0,2,4541.326067211626
Hegde Nagar,2162.03,4.0,2.0,129.0,3,5966.614709324107
Hennur Road,2502.0,4.0,2.0,180.0,4,7194.244604316546
Electronic City,825.0,2.0,1.0,35.0,2,4242.424242424242
Anjana Nagar,1530.0,2.0,1.0,185.0,2,12091.503267973856
Vittasandra,1238.0,2.0,1.0,67.32,2,5437.802907915992
Electronic City,635.0,1.0,0.0,28.0,1,4409.4488188976375
Madiwala,1250.0,3.0,2.0,39.5,3,3160.0
Thubarahalli,1085.0,2.0,1.0,70.0,2,6451.612903225807
Talaghattapura,1100.0,2.0,1.0,49.49,2,4499.090909090909
Lakshmipura,1225.0,2.0,0.0,65.0,2,5306.122448979592
Nagavara,1545.0,2.0,1.0,58.0,3,3754.045307443366
JP Nagar,3300.0,4.0,3.0,160.0,3,4848.484848484848
Thigalarapalya,2072.0,4.0,2.0,157.0,3,7577.220077220078
Cunningham Road,3875.0,3.0,2.0,800.0,3,20645.16129032258
Rajaji Nagar,3730.0,4.0,3.0,370.0,4,9919.571045576407
Binny Pete,1970.0,3.0,2.0,164.0,3,8324.873096446701
Yelahanka,1342.0,2.0,2.0,75.0,3,5588.673621460507
Whitefield,1220.0,2.0,1.0,89.0,2,7295.081967213115
Vittasandra,1238.0,2.0,1.0,67.0,2,5411.954765751211
Haralur Road,1056.0,2.0,1.0,60.0,2,5681.818181818182
Ittamadu,1080.0,2.0,2.0,50.0,2,4629.62962962963
Kasavanhalli,1493.0,3.0,2.0,82.0,3,5492.297387809779
Ramagondanahalli,1451.0,3.0,1.0,60.44,3,4165.40317022743
Thanisandra,693.0,1.0,1.0,34.3,1,4949.494949494949
Devanahalli,1498.0,3.0,3.0,79.15,3,5283.711615487317
Kanakpura Road,1050.0,2.0,1.0,59.0,3,5619.047619047619
Whitefield,1356.0,2.0,1.0,94.84,2,6994.100294985251
Kodihalli,1490.0,2.0,1.0,150.0,2,10067.114093959732
Vidyaranyapura,1100.0,2.0,1.0,41.0,2,3727.272727272728
Rachenahalli,3670.0,4.0,3.0,300.0,4,8174.386920980926
9th Phase JP Nagar,1200.0,6.0,2.0,195.0,7,16250.0
Varthur,1760.0,2.0,1.0,85.0,2,4829.545454545455
Tejaswini Nagar,1425.0,2.0,2.0,75.0,3,5263.1578947368425
Kanakpura Road,1843.0,3.0,2.0,88.0,3,4774.823657080847
Old Airport Road,1075.0,2.0,2.0,60.0,2,5581.395348837209
Jigani,927.0,2.0,2.0,55.0,2,5933.117583603021
Electronic City,1615.0,3.0,2.0,97.0,3,6006.1919504643965
Virat Nagar,2080.0,2.0,1.0,150.0,2,7211.538461538462
Bommasandra,1400.0,2.0,3.0,45.0,3,3214.285714285714
Panduranga Nagar,1827.0,3.0,3.0,100.0,3,5473.453749315819
Kanakpura Road,700.0,1.0,1.0,35.0,2,5000.0
Seegehalli,800.0,1.0,0.0,50.0,2,6250.0
Byrathi Village,906.0,3.0,2.0,55.0,4,6070.640176600442
RMV Extension,1630.0,3.0,2.0,85.0,3,5214.7239263803685
Whitefield,1060.0,2.0,1.0,35.0,2,3301.8867924528304
Green Glen Layout,1752.0,3.0,2.0,105.0,3,5993.1506849315065
Kanaka Nagar,2479.13,3.0,1.0,215.0,3,8672.39717158842
Old Madras Road,1157.0,2.0,2.0,47.32,2,4089.887640449438
Thanisandra,1262.0,2.0,1.0,83.0,3,6576.862123613312
Siddapura,1800.0,3.0,3.0,65.0,3,3611.1111111111113
Sarjapur  Road,944.0,2.0,1.0,35.0,2,3707.627118644068
Hebbal,1349.0,2.0,1.0,96.8,2,7175.685693106005
Kengeri Satellite Town,750.0,2.0,1.0,33.0,2,4400.0
Malleshwaram,5500.0,5.0,1.0,1500.0,4,27272.727272727272
Nagasandra,1500.0,5.0,1.0,130.0,6,8666.666666666666
Devasandra Extension,1090.0,2.0,2.0,32.0,2,2935.779816513761
Whitefield,1075.0,2.0,1.0,53.0,2,4930.232558139535
Jigani,1252.0,3.0,2.0,59.0,3,4712.460063897764
Gunjur,1080.0,2.0,2.0,41.0,2,3796.296296296296
Hosakerehalli,3205.0,5.0,1.0,500.0,4,15600.624024960998
KR Puram,2800.0,6.0,1.0,110.0,7,3928.571428571429
GM Palaya,1820.0,2.0,3.0,86.0,3,4725.274725274725
Kodathi,850.0,2.0,2.0,27.0,2,3176.470588235294
Nagadevanahalli,1350.0,4.0,2.0,145.0,4,10740.74074074074
Hennur,1050.0,2.0,2.0,42.73,2,4069.5238095238096
Grihalakshmi Layout,24.0,2.0,2.0,150.0,5,625000.0
Green Glen Layout,1885.0,3.0,2.0,135.0,3,7161.803713527852
Whitefield,1269.0,2.0,1.0,75.0,2,5910.16548463357
Mahadevpura,1192.0,2.0,2.0,75.0,2,6291.946308724832
Austin Town,500.0,1.0,1.0,13.0,1,2600.0
Kodbisanhalli,4800.0,5.0,3.0,629.0,4,13104.166666666666
Bagalakunte,1200.0,4.0,1.0,138.0,2,11500.0
Hosa Road,1311.0,2.0,1.0,84.86,3,6472.921434019832
Choodasandra,2429.0,3.0,1.0,210.0,4,8645.533141210375
Hennur Road,1232.0,2.0,1.0,87.0,2,7061.688311688312
Glass Factory Layout,1450.0,3.0,3.0,65.0,3,4482.758620689655
Ramamurthy Nagar,1000.0,2.0,1.0,41.0,3,4100.0
Electronic City Phase II,1020.0,2.0,2.0,32.0,2,3137.2549019607845
Marathahalli,1270.0,2.0,3.0,73.0,2,5748.031496062992
"Judicial Layout, Kanakapura Road, ",700.0,2.0,1.0,35.0,2,5000.0
Horamavu Agara,1213.0,2.0,2.0,38.1,2,3140.972794723825
Electronic City,630.0,1.0,1.0,47.0,1,7460.31746031746
Electronics City Phase 1,940.0,2.0,1.0,44.0,2,4680.851063829788
KR Puram,1040.0,2.0,2.0,50.0,2,4807.692307692308
Old Airport Road,946.0,2.0,2.0,58.0,2,6131.07822410148
Kullappa Colony,1060.0,2.0,2.0,60.0,2,5660.377358490566
Ananth Nagar,900.0,2.0,2.0,22.5,2,2500.0
Yelahanka New Town,500.0,2.0,1.0,24.0,1,4800.0
Kammasandra,982.0,2.0,2.0,25.53,2,2599.79633401222
Sarjapur  Road,1104.0,2.0,1.0,34.22,2,3099.6376811594205
Hoodi,1132.0,2.0,1.0,89.37,2,7894.876325088339
Yelahanka New Town,550.0,2.0,1.0,26.0,2,4727.272727272727
Sarjapura - Attibele Road,1073.0,2.0,2.0,31.77,2,2960.857409133271
Hoodi,1120.0,8.0,3.0,145.0,8,12946.42857142857
Kanakpura Road,1070.0,2.0,2.0,37.45,2,3500.0000000000005
Yelahanka,1633.0,2.0,1.0,72.0,2,4409.0630740967545
9th Phase JP Nagar,1522.0,3.0,2.0,90.0,3,5913.272010512484
Mahadevpura,1050.0,2.0,1.0,42.0,2,4000.0
Mysore Road,1500.0,3.0,2.0,70.0,3,4666.666666666667
Sarjapur  Road,1346.0,2.0,1.0,74.03,2,5500.0
Electronics City Phase 1,940.0,2.0,2.0,49.0,2,5212.765957446809
Anjanapura,1070.0,2.0,2.0,37.0,2,3457.9439252336447
Kanakpura Road,1542.0,2.0,3.0,85.0,3,5512.321660181582
Electronics City Phase 1,1085.0,2.0,1.0,46.0,2,4239.6313364055295
Jalahalli,1200.0,2.0,0.0,130.0,2,10833.333333333334
8th block Koramangala,1650.0,3.0,1.0,300.0,4,18181.81818181818
Chelekare,1180.0,2.0,2.0,40.0,2,3389.830508474576
5th Block Jayanagar,10624.0,4.0,2.0,2340.0,4,22025.602409638555
Bannerghatta Road,950.0,2.0,0.0,38.0,2,4000.0
Yelahanka New Town,2095.0,3.0,1.0,109.0,4,5202.863961813842
Chamundi Nagar,2800.0,7.0,1.0,250.0,7,8928.57142857143
Kothanur,3400.0,5.0,0.0,265.0,4,7794.117647058823
Vidyaranyapura,1485.0,2.0,2.0,67.0,3,4511.784511784512
R.T. Nagar,1800.0,3.0,0.0,120.0,4,6666.666666666667
Kanakapura,1476.0,3.0,1.0,75.0,3,5081.30081300813
Basaveshwara Nagar,800.0,6.0,2.0,110.0,6,13750.0
Malleshwaram,480.0,1.0,1.0,60.0,1,12500.0
Electronic City,1652.0,3.0,2.0,70.0,3,4237.28813559322
Bahubali Nagar,1575.0,4.0,0.0,150.0,5,9523.809523809525
Nagarbhavi,1630.0,2.0,1.0,98.0,3,6012.269938650306
Church Street,2920.0,4.0,3.0,536.0,4,18356.164383561645
KR Puram,1559.0,3.0,0.0,69.315,3,4446.119307248236
7th Phase JP Nagar,1680.0,2.0,3.0,92.0,3,5476.190476190476
Nandi Durga Road,2015.0,4.0,0.0,325.0,2,16129.032258064515
Meenakshi Layout,1200.0,7.0,0.0,220.0,8,18333.33333333333
Yeshwanthpur,1520.0,3.0,3.0,85.0,3,5592.105263157895
Yelahanka,1036.0,2.0,2.0,39.37,2,3800.1930501930497
Kammasandra,912.0,2.0,1.0,39.0,3,4276.315789473684
Yelahanka,2088.0,5.0,0.0,110.0,4,5268.199233716475
Kadugodi,1762.0,3.0,3.0,109.0,3,6186.152099886493
Dena Bank Colony,1391.0,2.0,3.0,64.5,3,4636.951833213516
Talaghattapura,921.0,2.0,1.0,29.47,2,3199.782844733985
Horamavu Agara,1169.0,2.0,1.0,64.0,2,5474.764756201882
Hennur Road,1192.0,2.0,1.0,60.0,3,5033.557046979866
Harlur,1752.12,3.0,2.0,116.0,3,6620.551103805676
Kanakapura,938.0,1.0,1.0,50.0,1,5330.490405117271
Hosur Road,460.0,1.0,1.0,21.0,1,4565.217391304348
Hulimavu,1000.0,2.0,1.0,45.0,2,4500.0
Green Glen Layout,1750.0,3.0,2.0,81.0,3,4628.571428571428
Indira Nagar,1440.0,3.0,1.0,275.0,3,19097.222222222223
Green Glen Layout,940.0,2.0,1.0,56.8,2,6042.553191489362
Lingadheeranahalli,1705.0,3.0,1.0,110.0,3,6451.612903225807
Kanakpura Road,1665.0,3.0,2.0,86.91,3,5219.81981981982
Raja Rajeshwari Nagar,1530.0,3.0,3.0,61.2,3,4000.0
Jakkur Plantation,1719.0,3.0,3.0,95.0,3,5526.468877254218
Hennur Road,1053.0,2.0,1.0,53.0,2,5033.2383665717
Bhoganhalli,1610.0,3.0,1.0,74.03,3,4598.1366459627325
Chamrajpet,1650.0,3.0,2.0,115.0,3,6969.69696969697
Meenakunte,4111.0,4.0,2.0,250.0,4,6081.24543906592
Bhagyalakshmi Avenue,540.0,1.0,2.0,24.0,1,4444.444444444444
Vishwapriya Nagar,2100.0,6.0,2.0,71.0,6,3380.9523809523807
Kanakpura Road,1450.0,3.0,3.0,62.4,3,4303.448275862069
Amruthahalli,600.0,4.0,0.0,60.0,4,10000.0
Banashankari,1310.0,2.0,2.0,80.43,2,6139.69465648855
Thirumenahalli,1100.0,2.0,2.0,70.0,2,6363.636363636364
Hongasandra,680.0,2.0,0.0,42.0,2,6176.470588235294
BTM 2nd Stage,1280.0,2.0,2.0,80.0,2,6250.0
Hosakerehalli,1500.0,6.0,2.0,145.0,5,9666.666666666666
Yeshwanthpur,1195.0,2.0,2.0,100.0,2,8368.200836820084
Kumbena Agrahara,1180.0,2.0,2.0,50.0,2,4237.28813559322
Vasanth nagar,4750.0,6.0,1.0,1102.0,4,23200.0
Ambalipura,1150.0,2.0,2.0,80.0,2,6956.521739130435
Bommasandra,1447.0,3.0,2.0,80.0,3,5528.6800276434005
Akshaya Nagar,2061.0,4.0,2.0,175.0,3,8491.02377486657
Kudlu Gate,1364.0,2.0,3.0,46.38,3,3400.293255131965
Old Madras Road,3630.0,6.0,1.0,195.0,4,5371.900826446281
TC Palaya,1200.0,7.0,1.0,110.0,8,9166.666666666666
Banashankari Stage VI,1410.5,2.0,0.0,70.385,3,4990.074441687346
Kothannur,930.0,6.0,1.0,150.0,6,16129.032258064515
Brookefield,1700.0,4.0,1.0,152.0,4,8941.176470588236
Magadi Road,1318.0,2.0,1.0,68.0,3,5159.332321699545
TC Palaya,1500.0,2.0,0.0,75.0,2,5000.0
"Banashankari 6th stage , 2nd block",600.0,4.0,1.0,100.0,3,16666.666666666668
Horamavu Banaswadi,1600.0,5.0,3.0,140.0,5,8750.0
Prakruthi Nagar,1240.0,2.0,2.0,60.0,2,4838.709677419355
Michael Palaya,1200.0,3.0,0.0,200.0,3,16666.666666666668
Ardendale,1750.0,3.0,3.0,100.0,3,5714.285714285715
Raja Rajeshwari Nagar,1206.0,2.0,1.0,40.7,2,3374.7927031509125
Hormavu,1150.0,2.0,1.0,53.11,2,4618.260869565217
Whitefield,1180.0,2.0,1.0,77.0,2,6525.423728813559
Chandapura,1323.0,2.0,1.0,42.0,3,3174.6031746031745
Lavakusha Nagar,1780.0,3.0,1.0,100.0,3,5617.977528089888
Whitefield,1320.0,2.0,1.0,99.26,2,7519.69696969697
Rajaji Nagar,1440.0,2.0,2.0,165.0,2,11458.333333333334
Green Glen Layout,1670.0,3.0,2.0,120.0,3,7185.62874251497
Electronic City Phase II,1220.0,2.0,1.0,36.21,3,2968.032786885246
1st Block Jayanagar,2850.0,4.0,1.0,428.0,4,15017.543859649122
BTM 2nd Stage,965.0,2.0,2.0,56.0,2,5803.108808290155
Rajaji Nagar,1370.0,2.0,1.0,170.0,2,12408.759124087592
Bellandur,1200.0,2.0,3.0,45.0,2,3750.0
Patelappa Layout,1200.0,3.0,3.0,225.0,3,18750.0
Sarakki Nagar,880.0,6.0,2.0,75.0,6,8522.727272727272
Hosa Road,1143.0,2.0,1.0,34.2,2,2992.125984251969
Ardendale,1732.46,3.0,2.0,92.0,3,5310.367916142364
Hebbal,1162.0,2.0,1.0,59.0,2,5077.452667814114
Dasarahalli,1295.0,2.0,1.0,65.0,2,5019.305019305019
Chandra Layout,815.0,3.0,2.0,160.0,2,19631.9018404908
Abbigere,1260.0,2.0,1.0,45.0,3,3571.428571428572
Whitefield,1187.0,2.0,1.0,37.85,2,3188.7110362257795
Horamavu Agara,1080.0,2.0,1.0,38.0,2,3518.5185185185187
8th Phase JP Nagar,2100.0,4.0,3.0,92.0,4,4380.952380952381
Bannerghatta Road,1465.0,2.0,1.0,75.0,3,5119.453924914676
Sector 2 HSR Layout,1296.0,2.0,1.0,75.0,2,5787.037037037037
Subash Nagar,900.0,2.0,0.0,55.0,2,6111.111111111111
Thanisandra,,4.0,2.0,185.0,3,
Carmelaram,1770.0,3.0,2.0,99.0,3,5593.220338983051
Hebbal,1390.0,2.0,2.0,95.0,2,6834.53237410072
Kanakapur main road,1025.0,2.0,2.0,43.04,2,4199.024390243902
Abbigere,1200.0,3.0,2.0,120.0,4,10000.0
Anandapura,1380.0,7.0,2.0,130.0,6,9420.289855072464
Varthur,1000.0,1.0,1.0,70.0,1,7000.0
Whitefield,2155.0,3.0,3.0,125.0,4,5800.46403712297
Keshava Nagar,1279.0,2.0,3.0,100.0,2,7818.608287724785
Ramagondanahalli,1235.0,2.0,1.0,52.04,2,4213.765182186235
ITPL,850.0,2.0,1.0,25.4,2,2988.235294117647
Thyagaraja Nagar,750.0,4.0,2.0,125.0,4,16666.666666666668
BEML Layout,2400.0,4.0,1.0,225.0,5,9375.0
Choodasandra,1300.0,2.0,3.0,57.0,2,4384.615384615385
Kodichikkanahalli,450.0,1.0,1.0,18.0,1,4000.0
Hosakerehalli,1410.0,2.0,2.0,53.58,3,3800.0
Murugeshpalya,1855.0,3.0,3.0,96.0,3,5175.202156334231
Sector 2 HSR Layout,1200.0,4.0,1.0,160.0,5,13333.333333333334
Devasandra Extension,1200.0,6.0,3.0,180.0,6,15000.0
Srirampuram,650.0,1.0,3.0,500.0,1,76923.07692307692
Hulimavu,688.0,1.0,2.0,50.0,1,7267.441860465116
Yelahanka,1345.0,2.0,1.0,57.0,3,4237.918215613383
Gopalkrishna Nagar,1280.0,2.0,1.0,75.0,2,5859.375
Kundalahalli,1397.0,3.0,2.0,110.0,3,7874.015748031496
Lakshmi Layout,1390.0,3.0,1.0,120.0,3,8633.093525179856
Abbigere,1020.0,2.0,1.0,40.8,2,4000.0
Margondanahalli,1160.0,2.0,1.0,65.0,2,5603.448275862069
Kanakapura,1460.0,2.0,3.0,51.1,3,3500.0
Old Madras Road,1450.0,3.0,3.0,132.0,4,9103.448275862069
Tindlu,1500.0,2.0,1.0,87.0,3,5800.0
Yelahanka,1180.0,3.0,1.0,55.0,3,4661.016949152542
Tasker Town,950.0,2.0,1.0,60.0,2,6315.789473684211
Bannerghatta Road,1500.0,4.0,2.0,239.0,3,15933.333333333334
Malleshwaram,2475.0,4.0,3.0,326.0,3,13171.717171717171
Cox Town,1280.0,2.0,1.0,120.0,2,9375.0
Sarjapur,1175.0,2.0,2.0,42.0,2,3574.468085106383
Volagerekallahalli,1070.0,2.0,2.0,33.43,2,3124.299065420561
Mahadevpura,1620.0,2.0,1.0,76.0,3,4691.358024691358
Sarjapur,633.0,1.0,1.0,17.09,1,2699.8420221169035
Sarjapur  Road,1350.0,2.0,2.0,68.0,2,5037.037037037037
1st Block HRBR Layout,1200.0,7.0,0.0,235.0,8,19583.33333333333
Whitefield,1290.0,2.0,0.0,90.0,2,6976.744186046512
Kathreguppe,1200.0,8.0,3.0,250.0,8,20833.33333333333
Bommanahalli,1160.0,2.0,3.0,53.0,2,4568.96551724138
Dodda Nekkundi,1435.0,3.0,3.0,57.2,3,3986.062717770035
Thanisandra,1056.0,2.0,2.0,70.0,2,6628.787878787879
Bhoganhalli,1205.0,2.0,1.0,68.32,2,5669.709543568464
Thubarahalli,1128.0,2.0,2.0,75.0,2,6648.936170212766
 south,2400.0,2.0,0.0,480.0,3,20000.0
Laggere,1590.0,9.0,3.0,132.0,7,8301.88679245283
Sarjapur  Road,2758.0,4.0,1.0,240.0,4,8701.95794053662
Nagadevanahalli,1080.0,2.0,2.0,39.0,2,3611.1111111111113
Singasandra,525.0,5.0,2.0,56.0,4,10666.666666666666
Electronic City,1221.0,2.0,2.0,68.0,2,5569.205569205569
Sarakki Nagar,3126.0,5.0,3.0,345.0,4,11036.468330134358
Hebbal,1420.0,2.0,1.0,99.26,2,6990.140845070423
Kothanur,1787.0,3.0,2.0,120.0,3,6715.165081141578
Horamavu Banaswadi,1272.0,2.0,2.0,51.5,2,4048.74213836478
Kaggalipura,1000.0,2.0,1.0,60.0,2,6000.0
Hennur Road,1470.0,2.0,1.0,75.0,3,5102.040816326531
Thigalarapalya,2072.0,4.0,2.0,151.0,3,7287.644787644787
Hebbal,1333.0,2.0,1.0,100.0,2,7501.875468867217
Thanisandra,1100.0,2.0,1.0,38.0,2,3454.5454545454545
Hebbal,3520.0,3.0,3.0,430.0,3,12215.90909090909
Sadashiva Nagar,3000.0,3.0,3.0,400.0,3,13333.333333333334
BSM Extension,840.0,2.0,2.0,27.0,2,3214.285714285714
Yelahanka,935.0,2.0,1.0,35.53,2,3800.0
Chennappa Layout,1080.0,2.0,2.0,44.8,2,4148.148148148148
Sarjapur  Road,2070.0,4.0,2.0,160.0,3,7729.468599033817
Kamakshipalya,600.0,2.0,1.0,60.0,3,10000.0
Yelahanka,1859.0,3.0,1.0,108.0,3,5809.575040344271
Hebbal,3895.0,2.0,1.0,451.0,4,11578.947368421052
Begur Road,1240.0,2.0,2.0,45.88,2,3700.0
Mico Layout,1190.0,2.0,2.0,39.25,2,3298.3193277310925
Thigalarapalya,1418.0,2.0,2.0,104.0,2,7334.273624823695
Electronic City Phase II,2400.0,3.0,1.0,150.0,2,6250.0
Karuna Nagar,1057.0,2.0,1.0,65.0,2,6149.479659413434
Chikka Tirupathi,1808.0,4.0,2.0,80.27,3,4439.712389380531
Whitefield,905.0,1.0,1.0,60.0,1,6629.834254143647
Whitefield,1267.0,2.0,1.0,90.33,2,7129.439621152328
Uttarahalli,1190.0,2.0,1.0,53.55,2,4500.0
Abbigere,1020.0,2.0,1.0,41.82,2,4100.0
Sarjapur  Road,1787.0,3.0,2.0,98.29,3,5500.279798545048
Thanisandra,1200.0,2.0,2.0,46.0,2,3833.3333333333335
Thigalarapalya,1245.0,2.0,2.0,100.0,2,8032.128514056225
Brindavan Layout,2200.0,2.0,0.0,150.0,4,6818.181818181818
Frazer Town,2079.0,3.0,3.0,220.0,3,10582.010582010582
KR Puram,1155.0,2.0,2.0,42.74,2,3700.4329004329006
Hegde Nagar,2600.0,4.0,3.0,40.0,4,1538.4615384615386
Naganathapura,720.0,2.0,1.0,120.0,2,16666.666666666668
7th Phase JP Nagar,1175.0,2.0,2.0,82.5,2,7021.276595744681
Hennur Road,1305.0,2.0,1.0,77.0,3,5900.383141762452
Kengeri,883.0,2.0,0.0,49.0,2,5549.263873159683
BTM Layout,600.0,4.0,2.0,122.0,4,20333.33333333333
Sector 7 HSR Layout,2400.0,2.0,3.0,195.0,3,8125.0
6th Phase JP Nagar,2003.0,3.0,3.0,200.0,3,9985.022466300548
NGR Layout,1021.0,2.0,2.0,46.0,2,4505.386875612145
Kumaraswami Layout,600.0,3.0,1.0,98.0,3,16333.333333333334
7th Phase JP Nagar,1130.0,2.0,2.0,85.0,2,7522.123893805309
Mahadevpura,1120.0,2.0,2.0,53.0,2,4732.142857142857
Billekahalli,1112.0,2.0,2.0,62.0,2,5575.539568345324
Electronic City,919.0,2.0,2.0,35.0,2,3808.487486398259
Kanaka Nagar,1190.0,3.0,1.0,55.0,3,4621.848739495798
Whitefield,935.0,2.0,1.0,32.72,2,3499.4652406417117
Kumaraswami Layout,2400.0,7.0,1.0,125.0,7,5208.333333333333
Banashankari,2500.0,4.0,3.0,95.0,4,3800.0
Thubarahalli,1200.0,2.0,2.0,79.55,2,6629.166666666667
Bannerghatta Road,1885.0,3.0,1.0,125.0,3,6631.29973474801
Iblur Village,1918.0,3.0,2.0,129.0,3,6725.7559958289885
KR Puram,1200.0,1.0,0.0,65.0,2,5416.666666666667
Sultan Palaya,550.0,1.0,1.0,62.0,2,11272.727272727272
Akshaya Vana,1141.0,2.0,1.0,55.0,2,4820.333041191937
Near International Airport,2100.0,4.0,2.0,150.0,4,7142.857142857143
Kengeri Satellite Town,1302.5,2.0,0.0,44.285,2,3400.0
Sarjapur  Road,1045.0,2.0,2.0,42.15,2,4033.492822966507
